,title,location,id,timestamp,user_name,user_url,description,user_type,exp_level,edu_level,emp_level,salary
48,فتح باب التعين افراد امن بخط مترو الثالث,وسط القاهرة، القاهرة,181874323,"تم إضافة الإعلان في 08:20 م, 9 سبتمبر 2021, ",شيماء,https://www.olx.com.eg/ads/user/7Ih1S/,مطاوب للتعين فورا افراد امن بالخط الثالث مترو الانفاق القومية امبابة الوراق الكيت كات الزمالك العتبة وسط البلد 12 ساعة عمل براتب 2800 السن 21الى 52 لا يشترط الخبرة المؤهل لا يقل عن الاعدادية الاوراق المطلوبة صورة شهادة الميلاد المؤهل البطاقة الجيش فيش ساري للاستعلام ةالتعين اتصل 01552057700من الساعة 12 ظهرا الى 12 صباحا ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"2,800"
49,بدور علي شغل امن حرس,المرج، القاهرة,181873283,"تم إضافة الإعلان في 07:44 م, 9 سبتمبر 2021, ",عبده,https://www.olx.com.eg/ads/user/871Q3/,بدور علي شغل امن وحرس ,باحث عن عمل,بدون شهادة,٥-١٠ سنوات,دوام كامل,
50,امن وحراسة,العبور، القاهرة,181873137,"تم إضافة الإعلان في 07:39 م, 9 سبتمبر 2021, ",HR ياسر,https://www.olx.com.eg/ads/user/801py/,مطلوب افراد امن اداري خبره على دراية تامة بالعمل بدفاتر الحضور والانصراف والعمل بالسارك اي الكروت والبصمه  ودفاتر حركة السيارات  يفضل من سكان مدينة العبور يوجد سكن للمغتربين من الاقاليم لايوجد وجبات التعييين فورا بنفس اليوم الاوراق المطلوبة جميع مصوغات التعيين الاصل الفيش بعد المقابلة مواعيد المقابلات السبت من الساعه 10صباحا حتى3عصرا لسنا مكتب توظيف او شركة امن لايوجد رسم توظيم نهائيا تحت اي مسمى الله الموفق للجميع 12ساعة  26يوم4 اجازة منفصلة او مجمعة ,رب عمل,دبلوم,٣-٥ سنوات,دوام كامل,"3,000"
51,بدون رسوم فرصه عمل هايله للبنات,6 أكتوبر، الجيزة,181857468,"تم إضافة الإعلان في 07:13 م, 9 سبتمبر 2021, ",ندي صبحي,https://www.olx.com.eg/ads/user/82CyB/,مطلوب بنات للعمل ف مجال الامن بمول في اكتوبر المرتب 2800 العمل 8ساعات السن من19ل35 التعيين متاح حتي غدا فقط للتواصل مع استاذه ندي مسؤله التعيينات ,رب عمل,دبلوم,حديث التخرج,دوام جزئي,"2,800"
52,مطلوب مشرف أمن ادارى,وسط القاهرة، القاهرة,181872068,"تم إضافة الإعلان في 07:03 م, 9 سبتمبر 2021, ",Swat security,https://www.olx.com.eg/ads/user/882kv/,مطلوب مشرف أمن خبره لا تقل عن خمس سنوات سبق له العمل كمشرف أمن ادارى يفضل من سبق له الخدمه  بالمنتجعات السياحيه عدد ساعات العمل  ٦٠ ساعه اسبوعيا نرجو إرسال السيرة الذاتية علي الواتس اب مع صوره شخصيه حديثه لكامل الجسم مع الوزن والطول والخبرات السابقه ,رب عمل,بكالوريوس,٣-٥ سنوات,دوام كامل,1
53,تعلن شركه تريبل اس,الشيخ زايد، الجيزة,181871882,"تم إضافة الإعلان في 06:57 م, 9 سبتمبر 2021, ",اسلام,https://www.olx.com.eg/ads/user/7gJbl/,تم فتح باب التقدم الي العمل بالشركه مطلوب الاتي مشرفين ذو خبره بالعمل في المولات التجاريه رواتب مجزيه مطلوب افراد امن من سن ٢١ الي ٤٠ عام براتب ٣٠٠٠  يشترط المظهر الحسن العمل ٨ ساعات يوميا متاح ٣ شفتات صباحي ومسائي وليلي يوم اجازه كل اسبوع ويوجد باص من مؤسسه شبرا الي الموقع ذهاب وعوده العمل داخل مول اركان بالشيخ زايد والمقابله  داخل المول مكتب الامن يوميا من ٩ ص ل٣ عصرا ماعدا الجمعه والسبت الاوراق المطلوبه : صوره بطاقه شهاده ميلاد اصل المؤهل  اصل الجيش فيش جنائي ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"3,000"
54,مطلوب افراد امن للعمل بالتجمع الخامس,مصر الجديدة، القاهرة,181860988,"تم إضافة الإعلان في 06:43 م, 9 سبتمبر 2021, ",ولاء,https://www.olx.com.eg/ads/user/7lAIy/,مطلوب للتعين فوراً افراد امن مؤهلات متوسطه للعمل بكمبوند سكنى بالتجمع الخامس  السن من 25 الى 35 سنه الطول لا يقل عن 175سم يوجد سكن للمغتربين لا يوجد رسوم توظيف التعين من الشركة مباشرة  للتواصل واتساب وفون 011 - أظهر الرقم - ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,700"
55,ابحث عن عمل أمن وحراسه ٨ساعات مسائي,الحضرة، الإسكندرية,181869354,"تم إضافة الإعلان في 05:40 م, 9 سبتمبر 2021, ",ابو محمد,https://www.olx.com.eg/ads/user/7ngX9/,أبحث عن عمل إضافي ,باحث عن عمل,دبلوم,١-٣ سنوات,دوام جزئي,
56,مطلوب امن ادارى بنات وشباب,فيصل، الجيزة,181868973,"تم إضافة الإعلان في 05:30 م, 9 سبتمبر 2021, ",reham,https://www.olx.com.eg/ads/user/7MVah/,(شباب و بنات) أمن إداري و نقبل الطلاب الراتب : 2800 8 ساعات الاماكن : مول بالشيخ زايد مميزات العمل: 1 تامين طبي و اجتماعي 2 تامين شامل علي الحياة 3 فرصة الترقي للمتميزين 4 اليونيفورم مجانا 5 زيادة سنوية شروط الوظيفة: 1 الطول لا يقل عن 170سم 2 الجسم متناسق 3  حسن المظهر 4  موقف واضح من التجنيد 5  السن من 21 ل 45 015 - أظهر الرقم - ,رب عمل,طالب,حديث التخرج,دوام كامل,"2,800"
57,فرص عمل امن وحراسه الرحاب ومدينتى,القاهرة الجديدة - التجمع، القاهرة,181868500,"تم إضافة الإعلان في 05:18 م, 9 سبتمبر 2021, ",ابراهيم,https://www.olx.com.eg/ads/user/865pv/,موظف امن وحراسة بمدينتى والرحاب ,رب عمل,إبتدائية / ثانوية,حديث التخرج,دوام كامل,
58,عايز اشتغل أمن يكون الدخل حلو,"الغردقة, البحر الأحمر",181867612,"تم إضافة الإعلان في 04:55 م, 9 سبتمبر 2021, ",امن,https://www.olx.com.eg/ads/user/899xf/,انا سني 19 واشتغلت شغل كتير وافاهم ف اي حاجه  والأمن اكتر حاجه ,باحث عن عمل,طالب,١-٣ سنوات,عمل حُر,"3,000"
59,مطلوب فرد أمن,المهندسين، الجيزة,181867452,"تم إضافة الإعلان في 04:51 م, 9 سبتمبر 2021, ",صلاح,https://www.olx.com.eg/ads/user/7LUJK/,مطلوب فرد أمن لشركة في أبراج أغاخان المظلات ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,
60,مطلوب فرد أمن ونظافة للعمل ببرج الأطباء بالسادس من أكتوبر,6 أكتوبر، الجيزة,181863949,"تم إضافة الإعلان في 03:19 م, 9 سبتمبر 2021, ",محمد فؤاد,https://www.olx.com.eg/ads/user/7ygT2/,مطلوب فرد أمن ونظافة للعمل ببرج الأطباء بالسادس من أكتوبر الإقامة في نفس البرج يوجد حجرة بحمام خاص للمبيت داخل البرج ,رب عمل,إبتدائية / ثانوية,حديث التخرج,دوام كامل,
61,مطلوب افراد امن وحراسات في القاهره وخارج القاهره,وسط القاهرة، القاهرة,181862368,"تم إضافة الإعلان في 02:39 م, 9 سبتمبر 2021, ",الأستاذ أحمد,https://www.olx.com.eg/ads/user/86F6X/,تعلن شركة إيچل عن شغل (امن وحراسه) سفارات وشركات خاصه وقري سياحيه داخل القاهره وخارج القاهره براتب يبدأ من (٣٠٠٠:٣٥٠٠) ويوجد (سكن و إقامه كامله و٣وجبات و مواصلات داخليه وخارجيه وتأمين صحي وحوافز وعلاوات وترقيه سريعه وراتب مجزيه جدا العمل شفت العمل 9 ساعات و23 عمل و7 ايام اجازه مدفوعين الاجر بداية السن من 18:35) ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"3,250"
62,مطلوب أفراد امن خبرة أو بدون بفندق وقريه ريتال فيوا الساحل,الساحل الشمالي، مطروح,181856141,"تم إضافة الإعلان في 01:57 م, 9 سبتمبر 2021, ",وليد,https://www.olx.com.eg/ads/user/7vgej/,مطلوب أفراد امن خبرة أو بدون بفندق وقريه ريتال فيوا الساحل الشمالى نوفر السكن ثلاث وجبات راتب 2200 للاستعلام 010 - أظهر الرقم - من الساعة العاشرة صباح حتى الساعة الرابعه مساءا رجاءا الإلتزام بميعاد الاتصال حرصا على سير العمل ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,200"
63,مطلوب افراد امن,فيصل، الجيزة,181860754,"تم إضافة الإعلان في 01:57 م, 9 سبتمبر 2021, ",العميد محسن,https://www.olx.com.eg/ads/user/7Mj7L/,مطلوب افراد امن شركة جهينة بالسواح المرتب ( 2150 )بدون سكن شركة جهينة بالخصوص المرتب ( 2150 )بدون سكن شركة جهينة بشبرامنت المرتب ( 2150) بدون سكن شركة جهينة بالتجمع المرتب ( 2550) يوجد سكن شركة جهينة في وادي حوف ( 2150 ) بدون سكن شركة جهينة بالشيخ زايد ( 2550 ) يوجد سكن مصنع شاى الربيع باكتوبر ( 2800) يوجد سكن مصنع المنار في 6 اكتوبر ( 2950 ) يوجد سكن الموهل متوسط السن من 19 : 45 عدد ساعات العمل 12 26 يوم عمل و 4 ايام اجازة يوجد تامينات قبض بنكي زيادة سنوية التواصل من خلال هذا الرقم والواتس اب 011 - أظهر الرقم - من الساعة 9 صباحا ل 5 مساءا التعيين فى نفس اليوم فى حالة حضور اصول الاوراق ( اصل المؤهل - اصل الجيش - اصل الميلاد -فيش جنائى  ) ,رب عمل,دبلوم,حديث التخرج,دوام كامل,
64,عايز شغل لوجه الله,عين شمس، القاهرة,181855758,"تم إضافة الإعلان في 01:55 م, 9 سبتمبر 2021, ",حاتم فوزى محفوظ احمد,https://www.olx.com.eg/ads/user/7sbC2/,عايز اشتغاااااال اي شغل بس اعرف اربي طفلين وزوجتي حامل بالراتب رجاء فيكم وفي الله مراعاه ظروفي انا رب اسره وعايز شغل اي حاجه انشاله حارس عامل النظافة عامل تحميل بضائع لشركه تنظيف شقق وفيلال ومكاتب وبغسل عربيات وبعمل اي حاجه بالحلال ,باحث عن عمل,دبلوم,أكثر من ١٠ سنوات,دوام كامل,
65,مطلوب فورا حراسات بمرتبات مجزيه,عين شمس، القاهرة,181860227,"تم إضافة الإعلان في 01:42 م, 9 سبتمبر 2021, ",Mostafa,https://www.olx.com.eg/ads/user/79x1p/,تعلن شركة مزايا للخدمات والتوريدات عن حاجتها للوظائف الاتية مطلوب أفراد فى التجمع الاول فى مول  ١٢ ساعة راتب ٣٠٠٠ + سكن أفراد أمن فى التجمع الخامس فى شركة ١٢ ساعه راتب ٣٠٠٠+ سكن مطلوب أفراد أمن فى التجمع الخامس فى بنك ٣٠٠٠+ سكن مطلوب افراد امن فى مصنع فى السلام ١٢ ساعه راتب ٢٨٠٠+ سكن السن من ٢١ ل ٤٠ مطلوب افراد امن فى التحرير ١٢ ساعه راتب ٢٢٠٠+ بونص كل ٣ شهور + يومين اجازة السن من ٢١ ل ٤٥ مطلوب افراد امن فى مول فى مدينه نصر ٨ ساعات راتب ٢٣٠٠ مطلوب مراقبين كاميرات فى مول فى مدينه نصر ٨ ساعات راتب ٢٥٠٠ يشترط مؤهل عالى + تأدية الخدمة العسكرية السن من ٢١ ل ٣٥ مطلوب افراد امن لكامبوند فى زهراء مدينة نصر ١٢ ساعات راتب ٣٠٠٠ السن من ٢١ ل ٤٥ للتواصل مع مسئول التعينات : 010 - أظهر الرقم - ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,000"
